新天地名居,3900元/月,一房,45㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38465.html
招商观园,8000元/月,四房及以上,163㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38512.html
鼎太风华社区七期,5000元/月,一房,55㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/30672.html
梅林一村,8800元/月,四房及以上,118㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38434.html
京基凤凰印象,4800元/月,一房,42㎡,3,电梯房,南北通透,http://zf.szhome.com/rent/38466.html
碧海花园(新安),4600元/月,三房,87㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38298.html
丹枫白露苑,9000元/月,二房,119㎡,3,电梯房,南北通透,http://zf.szhome.com/rent/38460.html
金城华庭,6000元/月,二房,65㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38459.html
新天地名居,5600元/月,二房,54㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38458.html
华丽花园,7000元/月,三房,87㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38457.html
城市假日,5633元/月,二房,123㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38454.html
远洋新干线二期,4300元/月,三房,79㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38299.html
华润深圳湾悦府一期,160000元/月,四房及以上,364㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35763.html
国香山花园,5200元/月,三房,88㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38314.html
康达尔花园一期,4800元/月,三房,86㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38315.html
康达尔花园一期,4200元/月,二房,72㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38316.html
高发西岸花园一期,9000元/月,三房,108㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38442.html
奥林匹克花园,45000元/月,一房,1000㎡,毛坯房,多层楼梯房,南北通透,http://zf.szhome.com/rent/38336.html
金山湖花园,13000元/月,一房,183㎡,普通装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38337.html
东梅单身公寓,3200元/月,一房,32㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38369.html
奥林匹克花园,45000元/月,一房,1000㎡,毛坯房,多层楼梯房,南北通透,http://zf.szhome.com/rent/38367.html
东梅单身公寓,3200元/月,一房,32㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38370.html
新安市场,1200元/月,一房,36㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38377.html
现代商务大厦,110000元/月,四房及以上,688㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38371.html
盈拓郦苑,2800元/月,三房,78㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38380.html
佳兆业茗萃园,3000元/月,三房,79㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38379.html
金燕园,8000元/月,三房,103㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38386.html
佳兆业茗萃园,3300元/月,三房,88㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38378.html
荔庭园二期,7500元/月,三房,83㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38415.html
华龙花园,3600元/月,三房,80㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38435.html
华龙花园,3500元/月,三房,75㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38436.html
御锦公馆,7000元/月,二房,50㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38437.html
海岸明珠园,6300元/月,一房,42㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38204.html
嘉鑫阳光雅居,9200元/月,三房,85㎡,普通装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38287.html
福盈中央山花园北区,5000元/月,一房,43㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38280.html
深华园,3500元/月,一房,40㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38387.html
枫丹雅苑,8000元/月,三房,130㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38491.html
天御香山花园,32000元/月,四房及以上,178㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38385.html
东海十八居,130000元/月,四房及以上,394㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38384.html
安柏丽晶园,17000元/月,三房,141㎡,普通装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38485.html
东海花园二期,15000元/月,三房,119㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38383.html
东海花园,20000元/月,四房及以上,155㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38382.html
东海花园,18000元/月,四房及以上,151㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38381.html
东海国际公寓,38000元/月,三房,201㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38268.html
东海国际公寓,27000元/月,二房,128㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38265.html
东海国际公寓,28000元/月,三房,187㎡,3,电梯房,南北通透,http://zf.szhome.com/rent/38266.html
东海国际公寓,48000元/月,四房及以上,247㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38267.html
前海东岸花园,9000元/月,三房,88㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38492.html
荔林春晓,7500元/月,二房,86㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38496.html
方鼎华庭,8000元/月,四房及以上,81㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38502.html
东海国际公寓,35000元/月,三房,192㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38264.html
麒麟花园二期,6290元/月,二房,51㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38494.html
香蜜湖水榭花都三期,29000元/月,四房及以上,168㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37592.html
龙珠军苑,6000元/月,二房,78㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38455.html
香蜜二村,7300元/月,二房,97㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38486.html
万象新天商务楼,1900元/月,二房,30㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38478.html
龙光玖云著,2200元/月,二房,51㎡,3,多层楼梯房,南北通透,http://zf.szhome.com/rent/38497.html
丽晶国际A区,7800元/月,二房,82㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38508.html
第五园五期,3100元/月,一房,42㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38127.html
龙光玖云著,2500元/月,二房,55㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38498.html
第五园五期,8500元/月,四房及以上,145㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38126.html
天健时尚空间名苑,8000元/月,三房,70㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38503.html
丽晶国际A区,7800元/月,二房,82㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38499.html
壹城中心,6000元/月,三房,78㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38226.html
第五园七期,15000元/月,四房及以上,230㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38117.html
壹城中心,7000元/月,四房及以上,89㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38229.html
壹城中心,6500元/月,四房及以上,89㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38220.html
壹城中心,6500元/月,四房及以上,89㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38222.html
壹城中心,6500元/月,三房,88㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38219.html
壹城中心,6500元/月,三房,88㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38218.html
嘉鑫阳光雅居,5300元/月,一房,41㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38288.html
水木华庭,5800元/月,二房,79㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38453.html
壹城中心,6000元/月,三房,77㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38217.html
壹城中心,6500元/月,四房及以上,88㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38212.html
壹城中心,6000元/月,三房,76㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38214.html
壹成中心五区,6000元/月,三房,72㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38209.html
壹成中心五区,6000元/月,三房,76㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38208.html
壹成中心五区,6500元/月,四房及以上,88㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38207.html
景尚雅苑,3500元/月,一房,31㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38361.html
香蜜湖水榭花都三期,35000元/月,四房及以上,160㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37591.html
景田西小区,6200元/月,二房,76㎡,2,多层楼梯房,南北通透,http://zf.szhome.com/rent/38362.html
梅林一村,9000元/月,三房,92㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38433.html
景田西小区,7500元/月,四房及以上,92㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38363.html
梅林一村,15000元/月,四房及以上,143㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38432.html
文伟阁,10000元/月,四房及以上,160㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38417.html
咏山名苑,8000元/月,三房,113㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37469.html
梅林一村,9000元/月,三房,92㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38113.html
嘉鑫阳光雅居,12500元/月,三房,125㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37898.html
梅林一村,7200元/月,三房,90㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37513.html
绿景虹湾,13000元/月,三房,125㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37481.html
绿景虹湾,15000元/月,四房及以上,149㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37517.html
嘉鑫阳光雅居,8300元/月,三房,86㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/37897.html
新世界四季山水一期,14500元/月,三房,160㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37704.html
京基御景印象家园二期,2500元/月,二房,75㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38481.html
心海城一期,3200元/月,三房,89㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38480.html
卓越维港名苑北区,150000元/月,四房及以上,225㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38501.html
海丽大厦,6500元/月,三房,103㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38470.html
壹城中心,6000元/月,三房,77㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38215.html
新天地名居,3900元/月,一房,40㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38467.html
新天地名居,8000元/月,三房,86㎡,3,电梯房,南北通透,http://zf.szhome.com/rent/38469.html
京基凤凰印象,4800元/月,一房,41㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38468.html
华润深圳湾悦府一期,120000元/月,四房及以上,263㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35762.html
华润深圳湾悦府一期,100000元/月,四房及以上,325㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35760.html
绿海名都,6000元/月,二房,62㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38285.html
翠薇园,6600元/月,三房,70㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38429.html
海月花园二期,15000元/月,三房,123㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38423.html
爱榕园二期,7000元/月,三房,82㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38427.html
文德福花园,12000元/月,四房及以上,141㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38424.html
佳兆业前海广场,16000元/月,四房及以上,137㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38257.html
月亮湾山庄,16000元/月,四房及以上,260㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38256.html
诺德假日花园,8000元/月,三房,78㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38255.html
心海城一期,2500元/月,三房,81㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38479.html
招银小区,6200元/月,二房,79㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38426.html
诺德假日花园,6400元/月,二房,66㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38130.html
碧华庭居,7500元/月,三房,106㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37483.html
广博星海华庭,12500元/月,三房,117㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38428.html
梅林一村,7500元/月,三房,90㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38439.html
尚书苑,6500元/月,二房,68㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37468.html
深圳湾公馆,27000元/月,三房,89㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38440.html
景蜜村,6300元/月,三房,87㎡,2,多层楼梯房,南北通透,http://zf.szhome.com/rent/38365.html
景雅居,6300元/月,二房,68㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38364.html
景蜜村,6900元/月,三房,87㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38366.html
诺德假日花园,5000元/月,二房,50㎡,3,多层楼梯房,南北通透,http://zf.szhome.com/rent/38412.html
诺德假日花园,8000元/月,三房,81㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38302.html
诺德假日花园,5200元/月,二房,48㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38368.html
长富花园,4500元/月,二房,51㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38289.html
诺德假日花园,8900元/月,四房及以上,125㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38413.html
恒裕滨城花园一期,28000元/月,四房及以上,165㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38414.html
京基凤凰印象,4300元/月,一房,43㎡,3,电梯房,南北通透,http://zf.szhome.com/rent/38464.html
泰华明珠,5500元/月,四房及以上,88㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38430.html
宝佳苑,3000元/月,一房,45㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38431.html
丹枫白露苑,5000元/月,一房,55㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38462.html
金城华庭,4000元/月,一房,37㎡,3,电梯房,南北通透,http://zf.szhome.com/rent/38463.html
金城华庭,3800元/月,一房,39㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38461.html
海源城,9999元/月,三房,180㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38290.html
水榭花都二期,120000元/月,四房及以上,257㎡,精装修,别墅,南北通透,http://zf.szhome.com/rent/30229.html
东海国际公寓,30000元/月,三房,187㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/28127.html
丽乐美居,5660元/月,二房,62㎡,普通装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38505.html
九号大院,35000元/月,四房及以上,233㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/34223.html
马家龙工业区,7000元/月,三房,90㎡,普通装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38507.html
仓前锦福苑北苑,7500元/月,三房,80㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38506.html
文德福花园,20000元/月,四房及以上,235㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38425.html
华联城市山林花园二期,7000元/月,二房,72㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/30217.html
深业东城上邸,3300元/月,三房,89㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35217.html
诺德假日花园,5800元/月,二房,66㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/30214.html
依云伴山,18800元/月,四房及以上,225㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35279.html
阳光棕榈园,6600元/月,二房,80㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/30243.html
科苑居,3600元/月,一房,30㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38509.html
东津名座,2000元/月,一房,45㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35216.html
豪方天际,8000元/月,三房,76㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38510.html
缤纷年华家园,10000元/月,四房及以上,80㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38511.html
华润深圳湾悦府一期,100000元/月,四房及以上,249㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35761.html
华润深圳湾悦府二期,35000元/月,二房,166㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35756.html
鼎太风华,8000元/月,三房,105㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/30327.html
金城华庭,5800元/月,二房,56㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38456.html
华丽西村,5500元/月,二房,90㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38438.html
汉京九榕台,18800元/月,四房及以上,178㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35764.html
加洲花园,3500元/月,二房,55㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38421.html
华联城市山林花园二期,9200元/月,三房,110㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/30655.html
信义假日名城五期A区,4500元/月,二房,68㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38420.html
万科红三期,6000元/月,二房,68㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38418.html
招商观园,2700元/月,二房,64㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/37946.html
万科红三期,5700元/月,二房,68㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38416.html
万科红三期,5500元/月,二房,68㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38419.html
华润深圳湾悦府二期,27000元/月,一房,106㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/35755.html
前海豪苑,5000元/月,一房,55㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/33670.html
阳光棕榈园,7500元/月,三房,100㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/30664.html
诺德假日花园,4800元/月,二房,48㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/24113.html
汇锦名园,5000元/月,二房,62㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38477.html
新天地名居,5800元/月,二房,54㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38472.html
新天地名居,4600元/月,一房,39㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38476.html
深业东岭,8888元/月,二房,78㎡,3,电梯房,南北通透,http://zf.szhome.com/rent/38473.html
深业东岭,7500元/月,二房,74㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38475.html
富源商贸大厦,1300元/月,一房,25㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38504.html
东方都会大厦,3900元/月,一房,35㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38471.html
海珑华苑,6800元/月,二房,71㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38474.html
双龙花园,4000元/月,三房,95㎡,精装修,多层楼梯房,南北通透,http://zf.szhome.com/rent/38482.html
流塘阳光花园,1380元/月,一房,25㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38443.html
现代城华庭,8000元/月,三房,99㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38487.html
群星广场,10000元/月,三房,108㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38303.html
现代城华庭,7000元/月,二房,65㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38422.html
光彩新世纪家园,6600元/月,二房,65㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38488.html
光彩新世纪家园,6500元/月,二房,58㎡,普通装修,电梯房,南北通透,http://zf.szhome.com/rent/38489.html
鸿瑞花园三期,8500元/月,二房,82㎡,精装修,电梯房,南北通透,http://zf.szhome.com/rent/38490.html
